trait,fold,facebook_mae,pan15_mae,facebook_rmse,pan15_rmse,facebook_mse,pan15_mse
OPN,0,0.16365040432201342,0.09796635195360347,0.19399133140704922,0.12210540251659739,0.6021221841403418,0.23855568511479208
OPN,1,0.1958443079101905,0.11269191240860245,0.22541575299831398,0.1344136111055997,0.8129961866479825,0.2890723051971009
OPN,2,0.18345704582969793,0.11165151899143803,0.21342802104076716,0.13285253975065858,0.7288243287164763,0.28239674866370396
OPN,3,0.18308312464296148,0.11734398482209547,0.211059325522387,0.13726945143992123,0.7127366181190321,0.3014864396989301
OPN,4,0.1845866254876169,0.12617524492329568,0.21295587082067305,0.15650277181178254,0.7256032466718589,0.39188983326800547
CON,0,0.1523901280794251,0.10301821433891686,0.19377988667882806,0.13244409309081712,0.6008103117001512,0.28066301130211563
CON,1,0.15289368241690518,0.12098385843179997,0.1916934761291417,0.14265196950543693,0.5879422238877688,0.32559334307619114
CON,2,0.15367378285091915,0.09949415497860666,0.19244251535655785,0.12741706742145623,0.5925459422284978,0.2597617451245427
CON,3,0.17598709518320105,0.13182146145125567,0.21926822346224017,0.16381371138426684,0.7692568493859999,0.429358912599806
CON,4,0.16644106019079014,0.12314328099119251,0.2090662038088545,0.14914120122424818,0.6993388388693308,0.35588956644178693
EXT,0,0.1769654996475477,0.1202060159990343,0.21549028680128982,0.15498945197063008,0.7429770251422485,0.38434768355449983
EXT,1,0.18339909775873248,0.12386648594322852,0.22787620952008317,0.15371018794903804,0.830841068194281,0.3780291500692574
EXT,2,0.18268991091278164,0.11182978264356064,0.21920164802719128,0.15119452506834288,0.7687897954493224,0.3657565386059089
EXT,3,0.178002512341135,0.11377727540872866,0.21850995487290886,0.145333323032284,0.7639456047645213,0.3379483890120511
EXT,4,0.1805075930276614,0.13222267668822718,0.2244126600418395,0.17365727481570364,0.8057766604510888,0.48250958554266904
AGR,0,0.17998244434260255,0.1252534993624283,0.2143041537068658,0.16352541733776413,0.7348203203307705,0.42784899384783875
AGR,1,0.1707392348801152,0.12656770479881158,0.20499168339353432,0.16630794650863337,0.672345457428393,0.4425333367286118
AGR,2,0.1559307443760754,0.11415591310646572,0.19119199488150215,0.1507624768447935,0.5848700581804527,0.3636691859278513
AGR,3,0.1479480486237601,0.09913300770824238,0.18241867176301163,0.13116091220010803,0.532425150539576,0.2752509589494516
AGR,4,0.17583353261599383,0.11360581332239611,0.21254565115040078,0.1474063221493961,0.722810459405482,0.3476579727880345
NEU,0,0.17855445454294763,0.19508963040376118,0.2227771728179472,0.2392341009317407,0.7940747024071438,0.9157272749555847
NEU,1,0.18272707485415962,0.18128963269419593,0.22570446303733024,0.21701949876601653,0.8150800712643196,0.7535593899620695
NEU,2,0.18507622709435023,0.13249759911480594,0.23248226413204057,0.1679209284975356,0.8647680338376886,0.45115901891752375
NEU,3,0.1852405319689365,0.184341018583815,0.23026380329569163,0.2174719280101853,0.8483427030631476,0.7567046315038425
NEU,4,0.18039960366956304,0.1504723188435209,0.22115532104001162,0.18679614834329777,0.7825548041561675,0.5582848332798372
