trait,fold,facebook_mae,pan15_mae,facebook_rmse,pan15_rmse,facebook_mse,pan15_mse
OPN,0,0.12549555672539603,0.15413219847646703,0.1613943698912843,0.17880639341162946,0.4167702849976664,0.5115476303690308
OPN,1,0.11863469726509518,0.15463304779156536,0.14551314757775025,0.1783003885835482,0.33878519347104663,0.5086564756110151
OPN,2,0.09694128712018332,0.13946623396711286,0.1332549956065956,0.1643745458807062,0.2841102984243175,0.43230385916821734
OPN,3,0.11036027124949865,0.15113796295762874,0.15484801643635085,0.1766186451470488,0.3836465629508792,0.49910631961251545
OPN,4,0.11430798680441719,0.14882536007433522,0.1366890865959552,0.17191839308998697,0.2989425014113296,0.4728949391166535
CON,0,0.1403714211450683,0.1324438761083447,0.17214213508880336,0.16695532273812386,0.47412663795930715,0.4459852769777582
CON,1,0.15850291185908844,0.12835333947421743,0.19521123013978534,0.1567526833936852,0.6097187899630118,0.3931424600179345
CON,2,0.1135288534561793,0.14106871179577446,0.1499919789508787,0.1743805122583999,0.3599614999936134,0.4865370126830838
CON,3,0.19571325778961185,0.1392626015710182,0.2464550303989532,0.17608336152788112,0.9718413121431833,0.4960856026096329
CON,4,0.12549208395821707,0.12809017353317365,0.16372537924598674,0.1612187812855703,0.428895996947875,0.4158639270272727
EXT,0,0.19358093274964228,0.16493150378976548,0.23735280867724143,0.20888944372535506,0.9013816800472684,0.6981568070672005
EXT,1,0.16434646258751553,0.210774073694028,0.20232683616306457,0.2529113081054444,0.654978383410405,1.023426073976797
EXT,2,0.2036446916394764,0.1642689888777376,0.24155471175241303,0.2095544058215333,0.9335788603166615,0.7026087833944086
EXT,3,0.13941595724650793,0.15208043180355407,0.17296844694718969,0.19589334723738583,0.47868934567940297,0.6139872596384905
EXT,4,0.16959776054109849,0.14692082972753615,0.20383272410699382,0.19004752687737744,0.6647644706700458,0.57788899955532
AGR,0,0.11006112260950934,0.13207429100056084,0.13968736753690372,0.17155114122889456,0.31220097938369085,0.47087670428930195
AGR,1,0.10465548435846966,0.12171262703379808,0.1417975015769744,0.16273738738630103,0.32170450325555283,0.423735318043074
AGR,2,0.13067380004458962,0.12303322849630496,0.15335879794253932,0.1608775850598722,0.37630273450208956,0.4141055579951427
AGR,3,0.1343084366662162,0.11969343963123504,0.16977599348526468,0.15742626647983596,0.46118220742253807,0.39652847004448516
AGR,4,0.15284378365107942,0.11758291567263957,0.1817014074428764,0.15477993861393366,0.5282464234675549,0.3833092703573291
NEU,0,0.17517125291956798,0.20920660739042324,0.2309277521684974,0.2446851890780461,0.853242007644599,0.9579334569720971
NEU,1,0.12848771482706067,0.19275163858115268,0.1632380464917512,0.2268368715463788,0.4263465435049747,0.8232794590557517
NEU,2,0.16458526117934122,0.19459033059019623,0.19369079271877987,0.22961549904799652,0.6002580003609572,0.8435724315363312
NEU,3,0.1477305610861097,0.20976987568294114,0.17073946895826433,0.2480304028033715,0.4664314575542514,0.9843052806161174
NEU,4,0.13323391910961696,0.20755440254195207,0.16096968754128432,0.24247369518478334,0.41457986689989745,0.9406958952035663
