trait,fold,facebook_mae,pan15_mae,facebook_rmse,pan15_rmse,facebook_mse,pan15_mse
OPN,0,0.13047819341166633,0.09752776602567255,0.16205032300728103,0.11710288273211002,0.4201649158764673,0.21940936317331208
OPN,1,0.1291643494702457,0.09717502169689891,0.16283266366482363,0.12162740481562503,0.42423161441312995,0.2366916057317609
OPN,2,0.13940382597151768,0.11188391184402727,0.17320244134818127,0.12962577073920212,0.4799853722784838,0.26884542274360956
OPN,3,0.1428842904058735,0.10323135953838544,0.17485804581733155,0.128900303476457,0.48920539116192596,0.2658446264871647
OPN,4,0.13469997546646031,0.11163314231510821,0.16866545719987233,0.13246114108873946,0.4551685913533732,0.280735262429783
CON,0,0.14955549424953676,0.09973176778373073,0.1895593134795784,0.13061470670040445,0.5749237358180095,0.27296321428692066
CON,1,0.15277892900316903,0.10353127374487411,0.19411230398530274,0.12154313121282513,0.6028733804869079,0.23636372373814143
CON,2,0.1539666814482614,0.09944179320739488,0.1931680594292674,0.13366872798289084,0.5970223828660168,0.2858772579440087
CON,3,0.14926776682392937,0.12663879576375928,0.18862008292240628,0.1557654678747471,0.5692405709064867,0.3882060862551031
CON,4,0.16104269884945302,0.11070392882001812,0.2021278041835825,0.14240148089993798,0.6536903811040129,0.3244509218617514
EXT,0,0.17917390581597104,0.10405772298069325,0.21812244772793277,0.13783040050009454,0.7612384401542435,0.3039555043978255
EXT,1,0.20094774410965738,0.10486715446084233,0.24828511918582044,0.1337684651924079,0.9863280202753809,0.28630405502963324
EXT,2,0.18559225183524444,0.1004849841028957,0.22262989549867382,0.13474939863284838,0.7930251269204645,0.2905184321660738
EXT,3,0.18563086874699325,0.11066843513715065,0.22445791749355165,0.14289375320005326,0.8061017106714445,0.3266980014463783
EXT,4,0.1807011890478349,0.13541813431114988,0.22115104673515704,0.1677513132391895,0.7825245671770937,0.45024804949556263
AGR,0,0.1409211198533519,0.1020969015056804,0.17499786160025552,0.14780257918782239,0.48998801518183704,0.34952963863316006
AGR,1,0.1390109570977393,0.11200429079896314,0.17363500531663617,0.15078659853314647,0.48238583699992743,0.36378557972034153
AGR,2,0.13768592340892621,0.10470921993255615,0.17380531056405518,0.14037843202556818,0.4833325734981011,0.31529766684731303
AGR,3,0.1359074340710479,0.10122952925956856,0.1694232333175101,0.13756169504390783,0.45926770905562836,0.3027715321057805
AGR,4,0.14255448681584906,0.09511524829371223,0.1722765101975322,0.12068923707101953,0.47486713545344666,0.23305427124904335
NEU,0,0.17078672948513138,0.18244521246623185,0.21120174141931497,0.22379951129287148,0.7136988158410132,0.8013795138365112
NEU,1,0.17631863149364344,0.16850331117541104,0.21458883874955553,0.20615318422420523,0.7367739156212769,0.6799861708413021
NEU,2,0.18418726157271462,0.14898019140049562,0.2236221458392323,0.18073618223239626,0.8001098334266427,0.5226490945309629
NEU,3,0.18225194195348227,0.15921766321032738,0.22342673093551968,0.19901743190727,0.798712066952878,0.6337270053605575
NEU,4,0.17439539962940004,0.13857747895065053,0.21412807738215478,0.17531187225417616,0.7336133404726111,0.4917480448790927
