trait,fold,facebook_mae,pan15_mae,facebook_rmse,pan15_rmse,facebook_mse,pan15_mse
OPN,0,0.15834374151872782,0.08891822281530348,0.1902636260211216,0.10890309376314945,0.5792039552797141,0.1897581501780773
OPN,1,0.1529632440979561,0.1045207328715567,0.18261375315841905,0.12588486669693688,0.5335645228925047,0.2535519794920206
OPN,2,0.1459059660890129,0.10667795831874266,0.177057867017893,0.12328149740148096,0.5015918181977479,0.24317321209511547
OPN,3,0.15445722326803743,0.11370973364781527,0.1847948253699702,0.13416801455569757,0.5463860403252545,0.2880168920635035
OPN,4,0.15786546514275368,0.11233248895612259,0.18827255616100552,0.13704485381746143,0.567144886508061,0.30050066821312355
CON,0,0.151326896273688,0.10381968688156647,0.19009326227319862,0.1267906941852068,0.5781671714286162,0.2572140849002704
CON,1,0.14952102093214398,0.11502849611185367,0.18812765130395598,0.13734784996642704,0.5662722109622856,0.3018309117722889
CON,2,0.14816523526491746,0.09158014099476702,0.18677339525859032,0.12185284238158113,0.5581488188227457,0.23756984953848412
CON,3,0.15745024082366,0.12639971991716806,0.1992474306809712,0.15631251364809381,0.6351926199179213,0.39093763076776816
CON,4,0.15414648682883617,0.1143254105387063,0.19232474783292788,0.13848441556921232,0.5918209368774977,0.30684693368874066
EXT,0,0.17666613987322602,0.10580623574176079,0.2147710233427204,0.13507524932938522,0.7380254794828698,0.2919251742004578
EXT,1,0.180797552178415,0.12252922563229578,0.22213622452850476,0.15385480214727765,0.7895120365480477,0.37874080230044715
EXT,2,0.17962308410848127,0.10623980134220447,0.2161048196607404,0.14125659400328822,0.7472206918589279,0.3192548116362298
EXT,3,0.18282031753759706,0.10502306121890828,0.22001329356508972,0.13971381045202916,0.7744935933690292,0.3123191879805826
EXT,4,0.17405893359291422,0.1288452972625864,0.21371854033934104,0.1667764349100167,0.7308098355320903,0.44503007492236574
AGR,0,0.14036133531774028,0.11023678779602049,0.1702930436184521,0.15320086067028235,0.4639955373740589,0.3755280593618442
AGR,1,0.1364296920781725,0.11632346419964806,0.17047201106990142,0.15038662388122048,0.4649712988135651,0.3618581872635302
AGR,2,0.1468627319710978,0.10216088587954891,0.18000134081450966,0.13830111065050404,0.5184077231203402,0.3060351553114335
AGR,3,0.1387000335870164,0.103033158940784,0.1709712211713678,0.13799220498028109,0.46769853550126017,0.3046695720562575
AGR,4,0.13888089430466127,0.10436908756864481,0.16857132077310624,0.12961911552990096,0.45466064299503167,0.26881784187742486
NEU,0,0.1727231818270148,0.19224845460158285,0.21199215260479115,0.22608509200396773,0.7190507563300444,0.8178315090362263
NEU,1,0.1783828434448564,0.1591837050993059,0.21687517100490972,0.19150642416190958,0.7525574376833044,0.5867953660586159
NEU,2,0.17760241490066722,0.13672125950708228,0.2155717455721479,0.16966418863509358,0.7435388379205505,0.460574994484354
NEU,3,0.18525343290875468,0.1570887239807743,0.22605745589371481,0.19269355354724235,0.8176315681300482,0.5940928955448015
NEU,4,0.1776167286212525,0.14942549361751,0.22024494699444186,0.1833692234734309,0.776125384979283,0.5379883589213049
