trait,facebook_avg_mae,pan15_avg_mae,facebook_avg_rmse,pan15_avg_rmse,facebook_avg_mse,pan15_avg_mse
OPN,0.15888642129469455,0.10865389370137948,0.18907169765792387,0.12966779933140213,0.5728689639944364,0.2702203428743114
CON,0.14996650356523106,0.10746797966998897,0.18922145699343357,0.13441592111816422,0.5730121354096257,0.2913351573788323
EXT,0.18033683947632823,0.112675086640601,0.21829094546979516,0.14531884922653077,0.7624448937841473,0.3395957833605955
AGR,0.14265039306008415,0.10651211373050753,0.17532741234059585,0.1427087956453003,0.4921964919562118,0.3266991722815856
NEU,0.18110993407248113,0.16631458363800042,0.22362605762341187,0.20558406873082963,0.8043349749326305,0.6848442600394107
