trait,fold,facebook_mae,pan15_mae,facebook_rmse,pan15_rmse,facebook_mse,pan15_mse
OPN,0,0.12418077296680874,0.1479172934074791,0.1671243136521001,0.16827051045373584,0.44688859636277745,0.4530394300740185
OPN,1,0.11320978350109523,0.14841878645274106,0.13995678349787466,0.17056242905209412,0.3134064432393024,0.4654646365670528
OPN,2,0.10321392562654284,0.13552491620284365,0.1365605881390231,0.15741643752624296,0.29838072450410497,0.39647896994898646
OPN,3,0.10620525905064172,0.14702067079187253,0.15340603094414396,0.17268616028232778,0.37653460298752245,0.47712814283829746
OPN,4,0.10819448927470614,0.14774466959797605,0.13274043370887909,0.17184747101214262,0.28192039437246735,0.47250485090348354
CON,0,0.13375496135817636,0.14701163071353418,0.17300781366391324,0.1852735934693988,0.4789072574202771,0.5492208714154269
CON,1,0.14976084166102935,0.12950137699542402,0.19246711457244248,0.15879042645068445,0.5926974430694673,0.40343039251824353
CON,2,0.11489238056871626,0.17013607128542296,0.14802401594843026,0.20859764426741337,0.35057774876001824,0.6962076262826503
CON,3,0.19309796094894413,0.13225977327547914,0.2473713772756734,0.16685140700413165,0.9790815727242168,0.4454302723081341
CON,4,0.1259445833478655,0.12938014033700332,0.16551747366689396,0.15858920418700595,0.43833654542513484,0.4024085709546858
EXT,0,0.19262149814102386,0.1676785656384059,0.22874459576553605,0.2120203324622314,0.8371854388957514,0.719241944759627
EXT,1,0.1590596315926976,0.16498989464879846,0.19711031770789955,0.2078544091624388,0.6216396246487405,0.6912552884412494
EXT,2,0.20808821161588034,0.14693908956991572,0.247481653654246,0.1901310385896339,0.9799546954916543,0.5783969900207188
EXT,3,0.14574707644326348,0.15143854790398864,0.1779432766243307,0.1960146173248422,0.5066209551328492,0.6147476806391748
EXT,4,0.1658853932108198,0.15484324533517668,0.2016632282789735,0.19848898528591,0.6506889222383582,0.630366038581727
AGR,0,0.11714032570521035,0.12212884300420072,0.14612501422019614,0.16073859922588504,0.34164031649364035,0.41339035649759504
AGR,1,0.11145180828041498,0.12693281858956737,0.14951699540299598,0.1681272599899825,0.3576853106294323,0.4522684090217597
AGR,2,0.12626451333363853,0.1211486818433619,0.150062624892544,0.16086850833556823,0.36030066223424584,0.41405883158577256
AGR,3,0.136093049798693,0.12191403946098016,0.17109131391673124,0.1604852295880645,0.4683558031640556,0.412088141980566
AGR,4,0.1511667545182364,0.1259943131686879,0.17889486534184598,0.16679605804388598,0.5120539655308354,0.44513479966367003
NEU,0,0.17207342916064794,0.21182910374232705,0.22738152088023872,0.2471327827023786,0.8272377042595983,0.9771938107169854
NEU,1,0.12404938326941593,0.19553378025690715,0.1617772217876646,0.231227153045336,0.41874991001178674,0.8554559421666026
NEU,2,0.16563785271512138,0.19249010953773452,0.19356688291978297,0.2273370002338588,0.5994901940345658,0.8269137958006821
NEU,3,0.14252154479707993,0.19198119017948098,0.17361859787587572,0.22525157616977265,0.482294691174751,0.8118123603310717
NEU,4,0.13260583431380135,0.21376460598034114,0.16285960394830415,0.24930804351323899,0.4243719853507889,0.9944719725835847
